id,tweet,airline_name,airline_sentiment
681454552,@SouthwestAir would someone please DM me the customer relations number. The website has only customer service.,Southwest,negative
681454553,@SouthwestAir : This is the second time in a row I haven't received text updates about flight time change. Don't offer if you won't use it,Southwest,negative
681454554,@SouthwestAir you Cancelled Flightled my flight and now I am in the back of the queue and you want to charge me 200  for business class? Stay classy,Southwest,negative
681454555,@SouthwestAir hope your flyers get a credit of some sort for all the delays and Cancelled Flightlations #shittydeal #notimpressed,Southwest,negative
681454557,@SouthwestAir It's all good. Thanks!,Southwest,positive
681454559,@SouthwestAir NOW you love me? After taking my money and only taking me halfway home. Sorry. Too Late Flight,Southwest,negative
681454561,@SouthwestAir wifi is so slow! What is the point having one if can't get on the Internet?! Ugh...,Southwest,negative
681454562,@SouthwestAir I have a few questions about flying with my Maltese puppy. Can you DM me?,Southwest,neutral
681454563,@SouthwestAir any word when the customer relations department will open back up?,Southwest,neutral
681454566,@SouthwestAir oh no worries. Just have never seen that before until today. I mean_†_it is a great card __σ†,Southwest,positive
681454567,@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :),Southwest,positive
681454568,@SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!,Southwest,positive
681454571,@SouthwestAir hasn't evennotified us that theflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable,Southwest,negative
681454572,"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",Southwest,negative
681454573,@SouthwestAir stop Cancelled Flighting my flight I have US history tests to take and chemistry things to learn do you not understand!!!!!!!!!,Southwest,negative
681454574,"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome",Southwest,positive
681454577,@SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.,Southwest,positive
681454578,@SouthwestAir my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?,Southwest,negative
681454579,@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH,Southwest,neutral
681454581,@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.,Southwest,positive
681454582,@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv,Southwest,neutral
681454583,"@SouthwestAir briughy me to @ComClassic, #AIF2015 &amp; so much more with the #agcommunity",Southwest,neutral
681454584,@SouthwestAir any deals to orlando in April/may??,Southwest,neutral
681454587,"@SouthwestAir prove it, Cuz the southwest people here don't even know why it's behind schedule.",Southwest,negative
681454588,@SouthwestAir seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!,Southwest,positive
681454589,@SouthwestAir u were bae until u lost both of my bags and had no clue where they were or what happened to them for 36 hours :/,Southwest,negative
681454590,@SouthwestAir prove it,Southwest,negative
681454592,@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,Southwest,positive
681454593,@SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations,Southwest,positive
681454594,"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa",Southwest,positive
681454595,@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?,Southwest,negative
681454596,Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp,Southwest,positive
681454600,@SouthwestAir How many tickets are left?,Southwest,neutral
681454605,"@SouthwestAir ruined my Sunday. 3+ hours of delays out of DIA, now my bags are at the wrong airport. $35 to deliver them? Insult to injury.",Southwest,negative
681454609,"@SouthwestAir sent. looking for that functionality in your app, though. should be a one click action.",Southwest,negative
681454613,@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl,Southwest,positive
681454615,@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons,Southwest,positive
681454616,@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH,Southwest,positive
681454620,@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather,Southwest,neutral
681454622,@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?,Southwest,negative
681454624,@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...,Southwest,neutral
681454628,@SouthwestAir how do get priority seating after you already paid for the flight,Southwest,neutral
681454629,@SouthwestAir 10+ people pre boarded,Southwest,negative
681454630,@SouthwestAir Is it possible to add companion to only the 2nd leg of a trip?,Southwest,neutral
681454631,@SouthwestAir best airline __β«,Southwest,positive
681454633,@SouthwestAir  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!,Southwest,negative
681454634,@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb,Southwest,neutral
681454635,"@SouthwestAir hi guys, do you have a general enquires email address please? Thanks David.",Southwest,neutral
681454636,@southwestair watching planes do their thing https://t.co/iItoJhUIKH,Southwest,neutral
681454637,@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR,Southwest,positive
681454638,@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email.,Southwest,negative
681454639,@SouthwestAir continues to prove to be the best airlines ___,Southwest,neutral
681454641,@SouthwestAir why do you let one person board with early bird and save seats for entire party? #notcool #flight2149,Southwest,negative
681454643,@SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays,Southwest,positive
681454644,@SouthwestAir but when do I get my gin &amp; tonic !?!?,Southwest,negative
681454645,@SouthwestAir is this a sick joke? #toyingwithouremotions,Southwest,negative
681454646,"@SouthwestAir , please explain to me why every other flight to Dallas is going out today except the 6:35 pm?????",Southwest,negative
681454647,@SouthwestAir will continue to be my airline of choice. @united -most frustrating travel day I've experienced. 5 delays and 4 gate changes?!,Southwest,negative
681454648,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!,Southwest,positive
681454649,"@SouthwestAir @fox8news Serious potential for a wanna get away commercial out of this debacle.  But for real, you should fire @Kristi_Capel",Southwest,negative
681454650,"@SouthwestAir I appreciate the response, but the constant changing of the flight time is frustrating to say the least. #toughtomakeplans",Southwest,negative
681454652,@SouthwestAir how long do we have to be delayed after boarding before we get a free drink? #gettingthirsty,Southwest,negative
681454653,"@SouthwestAir done. Sorry, I thought I was already.",Southwest,neutral
681454654,"@SouthwestAir I can. Doesn't it seem fair that if our bags need to fit under our seats, we should need to fit in them?",Southwest,negative
681454655,@SouthwestAir  Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!,Southwest,positive
681454656,"@SouthwestAir Just wanted 2 change an anytime flight leaving at 11:50 @ 11:00. Phone hold 4 46mins. Phone answers, she says sorry - no dice.",Southwest,negative
681454657,"@SouthwestAir weren't too ""sincere"" when you Cancelled Flighted my flight and made me drive 17 hours to get home..",Southwest,negative
681454658,@SouthwestAir Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!,Southwest,positive
681454660,"@SouthwestAir Thanks, you guys are the best",Southwest,positive
681454662,@SouthwestAir if only you could control the weather in Las Vegas __σ_,Southwest,neutral
681454663,@SouthwestAir pretty terrible customer service. Sat on hold 10 min. Then a busy signal. Then disconnected. Do all airlines have to suck?,Southwest,negative
681454664,@SouthwestAir could you please tell me if there is a way to add a RR# to a flight that already took place?,Southwest,neutral
681454666,@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!,Southwest,positive
681454669,@SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!,Southwest,positive
681454670,@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq,Southwest,negative
681454671,"@SouthwestAir Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?",Southwest,negative
681454672,@SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!,Southwest,positive
681454673,@SouthwestAir  your checkin is lame for business. Really last seat? I have broad shoulders haha,Southwest,negative
681454675,"@SouthwestAir Completely understand Act of God weather-reLate Flightd Cancelled Flightlation, but 4 days without reimbursement of any kind is #unacceptable",Southwest,negative
681454676,@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition,Southwest,negative
681454677,"@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy",Southwest,negative
681454678,@SouthwestAir Got help from a nice lady on the phone in Georgia.  Thank you!,Southwest,positive
681454679,@SouthwestAir When will the flight resume? I don's see it in the open schedule. :/,Southwest,negative
681454680,"@SouthwestAir understand the weather, these kids need to get home! Nice kids doing volunteer work from a RI high school, please help",Southwest,neutral
681454683,@SouthwestAir My bag was not shown LUV did not make it to PHL with me.,Southwest,negative
